customer_id,name,email,city,country,tier,registered_at
f9d86561-e80f-40ee-aadb-6c754b7466ce,Ashley Mcintosh,jill41@example.net,East Emily,EC,Gold,2025-10-27
2923c1dd-ed95-4c89-90d7-9ff6bcc8aab5,Charles Thompson,stevencobb@example.net,North Paulland,SM,Platinum,2025-02-17
e1a2009a-60f7-4d28-8724-8e29ca4f03cc,Christopher Freeman,timothy95@example.net,Christinachester,RS,Silver,2024-12-21
4d3269b9-4889-4ca3-b3ab-6f9847ec1bf9,Gregory Huff,lmiller@example.org,Port Yeseniastad,TN,Platinum,2023-07-02
f669fa0f-768e-4fae-a7e1-2bab4e5c4d0d,Robert Novak,vgreer@example.net,New Josephville,BW,Bronze,2025-01-15
6d394b5e-a8b9-4700-b3d5-719c77493e78,Laura Powell,sarabrown@example.org,New Melissashire,MG,Bronze,2024-07-09
43014f7f-cda2-434a-9427-7dc53f1ef4b5,Jeffrey Robertson,olivia25@example.net,Smithfurt,SK,Gold,2025-10-19
90f4d549-df3e-4f96-bada-e5ecbbdb566b,Mercedes Hayes,olsonandrea@example.com,South Tammymouth,MA,Platinum,2023-07-30
4ef41118-f32f-493c-9438-473c3a236c2c,Jeffrey Martinez,oterry@example.com,Briannabury,BB,Platinum,2025-11-07
67846532-266a-450a-ad96-ed04a6d1a5ea,James Thomas,nicolebenitez@example.com,West Walter,CN,Bronze,2025-12-04
d8db66c6-d654-40c2-93f1-85ddbadc874a,Ian Roach,rowemichael@example.net,Port Curtisburgh,NA,Platinum,2024-03-04
09f34ee5-bc54-4fba-8a10-d82a6d548147,Cynthia Horne,hgray@example.org,Johnstonton,CU,Platinum,2025-08-25
a8b79274-c022-4903-b53a-ada6e5c9eb8a,Kyle Mays MD,travisedwards@example.net,Lake Patrick,GA,Bronze,2026-03-02
679875c4-5e65-4709-b4ce-52153e024e57,Brandon Townsend,stacy56@example.net,Caseyport,TM,Gold,2025-08-18
ba549d7a-bee2-42e1-8ba7-a96bbbca12ab,Daniel Martinez,clarkleah@example.net,Port Mariafort,LA,Silver,2025-11-03
27df80c3-c34a-40b5-b27a-7dd789590414,Debbie Wagner,hclark@example.net,New Jose,MG,Platinum,2023-11-02
ba6b0ba3-c04b-4768-ad1f-75495ecafc5e,Zachary Wright,edwardsrachel@example.net,Mossshire,TG,Bronze,2023-07-12
d251845b-7297-4748-9c49-5a5a65bc0201,Aaron Moore,tiffany92@example.org,New Joshua,CY,Bronze,2026-04-18
be429581-2b5b-4e6b-9cc2-af89f0308029,Tamara Ibarra,denise88@example.com,Reynoldschester,QA,Silver,2023-08-29
ae572cb8-849b-4f18-9fb0-f6a38cd51516,Amber Boyle,lori67@example.net,Lake Cathy,PG,Silver,2026-02-09
1b1bbf78-0c82-4785-b54b-d3e531fd30f8,Jordan Larson,cperry@example.net,Ballardmouth,RO,Silver,2025-02-06
9bf4cca5-bc13-4bad-8f85-3dd8b30e98ba,Ashley Collier,ryanli@example.com,Scottland,DZ,Gold,2025-01-25
f7199bfc-27c4-4803-930f-4d4ef3ac01d5,Kimberly Bright,jimeneztony@example.com,Lake Kenneth,AT,Silver,2024-09-10
7046d0e2-66f2-45b7-b706-23446eca9d49,Abigail Green,ewarren@example.com,Lake Gary,BH,Bronze,2023-11-07
075b9503-f565-4e7f-894a-8ccf0dbfd969,Joseph Jordan,clarkedward@example.net,Madelineville,BT,Gold,2025-10-14
135811c2-94fd-4e27-a4b8-73be2106d70c,Craig Gonzalez,peter83@example.org,Warnerbury,IT,Bronze,2023-10-11
84faeb15-6c4c-4ee5-a3d2-6d1944aba5d1,Brian Washington,ychang@example.com,Brandonberg,CH,Platinum,2025-04-01
2653fc5c-6ecb-4e2c-931b-d5d666e9dec0,Glenn Hughes,njohnson@example.org,Lake Julia,KH,Gold,2026-02-11
22fc0762-cbd0-48ec-9712-3e6e883097f5,Amy Andrade,vthompson@example.com,Gregoryville,NG,Gold,2023-08-11
f2256f10-3451-4a0c-8bd7-0c5dfe3ef11c,Benjamin Perez PhD,william53@example.org,Eugeneshire,BR,Silver,2024-04-14
d5f14bf7-2299-4a45-924f-b529242a4829,Andrew Gamble,garyharper@example.com,New Angela,GY,Gold,2025-12-09
a3fea8ec-235e-41ef-b773-e32ad0390a9a,Jessica Byrd,katherinesmith@example.com,North Edwardview,TZ,Silver,2024-04-06
34d7cdfe-26b6-4694-b282-9e2fdbaa0809,Mark Christian,schneiderpeter@example.com,Perezside,BT,Platinum,2024-10-07
f610d92e-e2d4-479e-8ca3-22bb5d0d0c5a,Theresa Gomez,rachel67@example.net,Stephenbury,BI,Silver,2024-11-09
4e1be2d1-0e50-446c-9d9c-ee6cb32b9d45,Jeffrey Austin,ibell@example.com,West Josephbury,SG,Bronze,2026-01-21
f1e881f8-ac72-4d7d-8dd8-ff349a7065fa,Christine Ramos,donaldgomez@example.com,East Victoriachester,YE,Platinum,2025-12-06
f42eff6c-ab55-4f34-86e9-54e578120f7c,Kerry Davis,natashasmith@example.net,Bakerville,BT,Silver,2026-03-14
09fb190a-9083-4fda-94f7-9d0e441f816a,Tracy Martinez,mcook@example.net,Lake David,HN,Bronze,2023-05-27
2af4f8b2-085b-40e4-a538-d6c984ac03ad,Albert Merritt,amyjones@example.net,Lynnburgh,MC,Silver,2025-09-09
ee61109e-3121-47e4-8830-4fbea60f5a5f,Kathryn Bush,william32@example.org,North Samantha,ES,Platinum,2025-10-04
3bd6bebe-a28b-442d-8367-57b14beed14c,Claudia Hinton,angela98@example.com,Johnsonfort,CO,Platinum,2026-03-30
fbc0f8bc-7811-4f31-925b-a9fce3bf80a5,David Alvarado,igonzales@example.org,Michaelshire,MW,Platinum,2025-12-10
2020ca09-a51f-4b80-9a0b-6e54a0fa88d9,Amber Gomez,nsmith@example.net,Robinsonport,MH,Platinum,2023-08-07
fa555177-9462-469c-92f3-b8ec7fe66c80,Michelle Robertson,tasha41@example.net,Andrewmouth,NG,Silver,2025-04-18
3dd1dab3-9fa2-41df-9b51-df9cb9d30223,Phillip Mcdonald,brandysmith@example.com,Edwardport,BY,Silver,2025-05-31
a8052bb3-78fd-4999-bf56-ce5cf5a34c12,Sean Bell,morganjacqueline@example.net,Codybury,AF,Gold,2023-05-23
bbeea230-cde2-494c-a931-a6d5b124f312,David Mason,wrobles@example.org,Palmerville,NG,Silver,2024-10-08
e912ea59-92ff-4a07-93e3-6913b9a56008,Karen Carson,mary60@example.net,Lake Dennis,BN,Bronze,2024-03-04
3617a8be-7bb2-450b-bc68-c22e9aae7fec,Amy Harrington,bpena@example.net,Port Troy,NO,Gold,2024-06-13
12ccb656-f0d9-4ba1-8adc-b65c02398421,Tiffany Quinn,stephen94@example.net,Turnerfurt,TV,Silver,2024-08-27
e72f9b99-55b1-4081-9267-117e66e7a8f4,Ashley Brown,jonesryan@example.net,South Shelby,ER,Platinum,2024-03-29
9b0a0c84-6088-4792-97fe-dc08a72b6c72,Joseph Smith,shahderrick@example.org,Catherineburgh,JP,Gold,2023-12-10
709b2e58-db26-4b85-aef7-f3543090a241,Jeff Fitzpatrick,emilywhite@example.net,Burkeport,MX,Platinum,2024-04-11
669fe132-cae8-4b75-bc51-17a9e31c68f1,Makayla Velasquez,berrymicheal@example.org,Veronicaport,TV,Bronze,2025-11-20
3ae3d731-9346-47ab-8480-a6c4c5cfe3f0,Mary Baxter,gvasquez@example.com,Davidchester,PK,Bronze,2024-12-13
738f9fd1-1281-49d3-88dd-e0e443a63e49,Martin Ward,schwartzheather@example.com,Dorseyland,SL,Silver,2024-04-10
408404c0-46a6-4b04-b37d-e24dc46355ec,Steve Sanchez,nhawkins@example.org,Tarastad,AU,Bronze,2023-09-02
25555902-e7c6-461a-8969-c47c9be7ef42,Joshua Joseph,christopherdrake@example.com,North Josetown,KH,Platinum,2025-02-21
fbfb3d73-8673-43e9-ae1e-0de8fab85e66,Tiffany Salazar,gutierrezjade@example.org,North Susan,CZ,Silver,2024-06-23
c3a5dcf5-04a2-4f3a-9b91-334cc9cb8d26,Todd Clark,orozcocandace@example.net,Brittneyshire,LI,Silver,2026-01-27
7ac60aa8-68d2-4cf8-9458-6dbb2f30e7f5,Marcus Allen,eguerra@example.com,South Jessica,VU,Platinum,2026-01-31
54002fd2-2eb4-453a-b75f-9058b0d66e74,Eric Oneal,sharpstacey@example.org,Cassandraside,MU,Bronze,2024-07-12
d36f23b4-17cc-424e-bfe4-39ab2229df68,Karen Jones,calebsimmons@example.org,North Darrellport,AO,Platinum,2023-12-21
b2eac78b-9a39-4a2f-8e6f-746a75cb2e03,Samantha Smith,durhamchristopher@example.net,East David,JP,Platinum,2026-04-06
3c3a4489-3ef5-4a7a-a2bc-b6d29b79bf31,Ashley Oconnell,sarah69@example.net,Lake Kiara,GN,Bronze,2025-06-26
5c4c9f8c-d1d1-47a7-8702-ec281bfd21f3,Michael Johnston,psmith@example.net,Port Alexisville,TG,Gold,2025-03-18
bdea5efc-52b7-4ca8-801e-1c00859663e1,Eduardo Peterson,ugarcia@example.org,South Ronaldchester,MC,Platinum,2024-09-10
cae11c46-3f62-4275-bd97-1fa1283dde82,Dr. Natalie Jones DDS,smckenzie@example.com,New Nicoleberg,KR,Silver,2025-07-05
92866268-8aa3-403f-b23e-dada834d792e,Jeffrey Pierce,nharris@example.net,East Ashleychester,LK,Silver,2024-10-29
386a7200-415a-46ee-b545-b560725ecf20,Sheila Fisher,macdonaldamy@example.net,Vickiview,ER,Gold,2025-06-29
dead9df4-d8d6-4592-85bf-4c85f5b64145,Jeremy Swanson,ginamiller@example.net,Armstrongland,LU,Gold,2026-01-03
33266a57-6d68-45f9-89ba-46762868f7a8,Todd Brown,asanders@example.com,Melindatown,TL,Bronze,2024-04-18
64cd74a3-1a90-483b-8e38-15a658de5b0f,Stacy Kidd,kathleen42@example.com,North Steven,SK,Gold,2024-08-09
8468f203-a6f4-440f-8da8-3772cce64aea,James Jimenez,helen66@example.com,Randychester,PK,Bronze,2024-05-02
70f071ed-f273-4d0f-89ad-e06a2317ef70,Mark Garner,davisedwin@example.org,Stephenfort,MT,Gold,2025-06-09
f1a19ad9-582a-4b3e-b533-905fecd9392e,Jennifer Myers,smedina@example.net,Brianaburgh,NZ,Gold,2024-12-14
8e51bdd7-9ef0-48c5-8c3a-a12d17be2dd0,Lori Williamson,melindavance@example.net,North Michaelhaven,IS,Platinum,2023-06-02
c835dc4f-05a9-458f-a4a0-e81887aed08d,Wayne Zavala,nicole26@example.com,Terrymouth,UY,Silver,2025-02-09
3f77bcd5-4b5c-4211-be94-216e9d3378bb,Hector Gray,valexander@example.org,New Davidfurt,PH,Gold,2025-12-13
bf5974b9-90dc-4759-994c-627f60e859fa,James Ross,maria02@example.com,Christopherville,BN,Platinum,2026-03-06
96ca7ae9-6a6e-401f-b8bf-57e6cdedceaf,Ms. Carmen Lee,antonio20@example.org,East Jasonton,AE,Gold,2023-12-11
56e3eb90-544d-4ff9-853f-59c74f64c531,Adam Johns,karen47@example.net,North Anitachester,MW,Platinum,2025-01-13
9299f77b-469b-48bc-a676-09428bdc2374,Ruben Hill,kylepatterson@example.org,Anthonyport,LC,Bronze,2025-06-05
5f8c408b-6b45-4171-bfb1-e88b2e92be24,Kirk Brooks,harperpaula@example.org,Port Joshuafurt,LS,Platinum,2026-02-15
990227aa-7c06-4c1c-85c8-a088d5202cd0,Casey Johnson,boydjoseph@example.com,Bryanland,CY,Gold,2024-05-11
150ca232-a23b-4d7d-9640-c77cba72c8b1,Sonya Humphrey,calebaustin@example.com,Lake Jasmine,NO,Bronze,2026-04-01
32d405d4-0d76-4de8-88eb-96b9a1a492a1,Joseph Ellis,dawn75@example.org,Jamesbury,ER,Platinum,2024-10-02
807eb7dc-fd16-4066-ba62-3c10d243514e,Natasha Anderson,david89@example.net,Yvonneview,AO,Bronze,2023-11-28
1c2de740-e7ad-4d2e-84bb-89f5248db05e,Andrew Mccoy,robertsonkimberly@example.org,East Paula,UA,Gold,2023-11-17
cbe56b5e-6ad5-4780-a1dc-8eca2ff9ce7d,Amber Martinez,zharvey@example.net,New Johnathanshire,MG,Gold,2023-07-01
288399c0-0345-463b-b5d7-77e31042520c,Willie Rose,allison55@example.org,Webbbury,VN,Silver,2023-07-15
6ac72935-b00c-4d3c-a312-3cd80a1d1752,Rachael George,castanedajason@example.org,Gilesshire,CU,Gold,2023-12-18
b76eddf9-d4c3-4f62-8696-6c5f13538410,Olivia Wise,timothycampbell@example.com,New Nathanton,LT,Silver,2025-07-15
db8eac6b-76b9-43f4-9a13-83aa3eae6e37,Erin Cook,reneenunez@example.net,West Travistown,QA,Bronze,2025-03-03
b3b79b56-4f08-4798-a709-a8c9d08560ed,Sean Davis,lisaherrera@example.net,South Mary,MM,Platinum,2024-01-11
06c1dcc9-a973-4133-85d1-32db2c045e08,Danny Jones,mccartymatthew@example.net,North Daniel,NR,Bronze,2024-09-14
3bd68f44-5288-4ddb-8150-1b850199ac00,Cheryl Green,alexisjackson@example.com,Taylorland,KW,Bronze,2024-04-23
73ea87d2-b7c1-49d1-9887-fb758ff88426,Travis Stone,kim21@example.net,North Connie,BR,Platinum,2024-04-28
3dfe3053-3be7-49cc-b769-2047e616b2b0,Craig Romero,raykim@example.net,Masonville,CL,Platinum,2025-11-28
7ebc9b1e-f710-4562-b0b0-26dfa97796c8,Robin Gray,danielvalencia@example.com,Martinezport,TJ,Gold,2025-10-21
ea85dcd1-847a-4246-9456-42932e999b56,Tanya Buckley,istafford@example.net,Davidberg,KI,Silver,2025-02-16
50d5c936-3ff6-4850-b04e-e6b637e4b7d4,Melissa Williams,aturner@example.org,Mcintyreport,MH,Platinum,2025-03-07
42c58109-ae7b-4117-a768-1fa8ad8be0c8,Mark Smith,sara43@example.net,Lake Sarahfurt,DK,Bronze,2023-12-12
803e73e2-4c95-4f0e-b1d1-9a67523dcaa7,Christopher Lewis,grayanthony@example.com,East Joanne,BG,Platinum,2025-02-22
41eb5ad3-cb63-4d7f-a7ac-f3b9bbc44dd5,Mark Cordova,crystalhodge@example.org,Torresfort,LU,Silver,2023-09-12
3c3ad407-dce4-4dc4-9d2c-e3e12fe9e337,Donald Anderson,jacquelinemiranda@example.org,West Joseph,AE,Bronze,2023-11-16
34340e50-df48-423a-8b53-1a93e6dc4b01,Robert Stewart,aayala@example.com,Marvinberg,CA,Silver,2024-03-12
45fac84e-f980-446b-9e91-2f05fb961f55,Tara Hernandez,curtisortiz@example.org,South Brittany,PK,Bronze,2024-02-17
b7fed40d-c55f-4431-99ed-41068a7e288d,Jeffery Moses,dianawood@example.org,New Aaron,ZW,Platinum,2025-06-18
c3cd5657-9c05-4f29-9318-b26dc0d97b44,Timothy Pope,elawrence@example.com,West Jennifer,KI,Gold,2024-12-14
e0cb8808-063e-4ad4-aad6-caffa2ee5934,John Mccall,rebecca38@example.com,South Michael,CR,Gold,2026-03-22
91c01208-93b4-4549-bcd3-e5cd2e721655,Beth Hernandez,brooksjoseph@example.net,New Bryanport,KW,Silver,2023-05-10
b0460265-434f-4656-a785-17da65344caf,Patricia Johnson,ostevens@example.com,South Michelehaven,MV,Bronze,2024-11-21
a5d441ae-316e-41d8-80a7-e2ffd974da60,Robert Hickman,hillshane@example.org,Tuckershire,RW,Gold,2025-09-03
738b9306-66a6-41de-8517-8d9fe7fc293b,Scott Jones,michael42@example.com,Lake Andrew,VN,Gold,2023-11-10
665e7c14-ffd8-4eec-8667-0510ab7284dd,Brandy Fox,parkbianca@example.net,West Cody,HN,Platinum,2026-03-11
cb96f324-46a7-4df1-adea-390dc539fe95,Lisa Stephens,duranjulie@example.com,Millerburgh,IR,Silver,2024-05-18
1d550817-61a4-40ce-91f7-2352a2ac80de,Margaret Barker,morenojohn@example.net,Beverlyburgh,KM,Gold,2024-04-24
d3d363e1-6a86-402e-a4cf-c6a5ff04da78,Christina Hopkins,robinsims@example.net,Edwardfort,HT,Platinum,2023-10-01
9fe740b1-49f9-48aa-a5d4-225674e30be9,Charlotte Brown,timothywells@example.net,South Brenda,SK,Gold,2023-12-30
451b5e95-a296-4246-a9ea-4d7b4c82e6d2,Todd Townsend,matthewfloyd@example.com,Port Kenneth,LB,Platinum,2023-08-28
84213cf7-79b3-42b9-bd91-54ea8a0a0c3c,Rodney Chavez,jonesmeredith@example.net,Ramseyburgh,PT,Bronze,2025-11-22
087a2edd-5273-49e1-a8bc-cc66064337e4,Leslie Reed,alancarter@example.com,Port Robertaland,CG,Bronze,2024-09-18
68aaf90c-4200-4c25-bdf1-8bb21a5f9924,Paul Roman,butlerstephen@example.org,Jillshire,EG,Silver,2024-09-24
1458a6e6-9528-4972-9120-324361d00375,Daniel Bauer,amber75@example.com,New Jasmineton,BR,Silver,2024-03-26
fcc448c2-83fa-4ec3-b3fb-5f20ec437a0d,Stephen Gutierrez,michelle72@example.com,Angelachester,PL,Bronze,2025-07-24
4e9ba9ac-4b07-42e3-a729-0dbb211c90cd,Scott Rodriguez,harrisgregory@example.net,Mitchellborough,CN,Gold,2023-09-29
